SearchTeam,Player,Team,Experience,Minutes,Pace,PTS,AST,DREB,OREB,BLK,STL,TOV,FGA,FTA,FG3A,RimFGA,PF
Atlanta Hawks,Kobe Bufkin,Atlanta Hawks,Sophomore,0,98.8,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Hawks,Zaccharie Risacher,Atlanta Hawks,Rookie,0,101.3,0,0,0,0,0,0,0,0,0,0,0,0
Portland Trail Blazers,Anfernee Simons,Portland Trail Blazers,Vet,31.8,96.7,17.9,4.6,2.4,0.3,0.1,0.8,1.9,14.2,2.4,7.8,2.1,1.8
Portland Trail Blazers,Deni Avdija,Portland Trail Blazers,Vet,31.5,96.5,16.3,4,5.7,1.3,0.5,1,2.5,11.7,4.2,5,3.7,2.3
Portland Trail Blazers,Shaedon Sharpe,Portland Trail Blazers,Vet,23.1,96.1,12.4,1.8,2.5,0.5,0.2,0.6,1.3,10.6,2.4,4.5,2.5,1.6
Portland Trail Blazers,Jerami Grant,Portland Trail Blazers,Vet,28.1,96.5,12.2,2,2.5,0.6,0.7,0.7,1.1,9.7,2.6,4.9,2,1.9
Portland Trail Blazers,Scoot Henderson,Portland Trail Blazers,Sophomore,23.4,97.6,11.3,4.4,1.9,0.5,0.2,0.9,2.3,8.7,2.8,4.2,2.1,2.3
Portland Trail Blazers,Toumani Camara,Portland Trail Blazers,Sophomore,30.9,97,10.9,2.1,3.5,2,0.6,1.3,1.3,8.3,2,4.2,3.1,2.7
Portland Trail Blazers,Donovan Clingan,Portland Trail Blazers,Rookie,15.9,97.4,5,0.9,3.6,2.1,1.3,0.4,1,3.7,0.9,0.9,2.4,2.1
Portland Trail Blazers,Dalano Banton,Portland Trail Blazers,Vet,9.3,96.1,4.9,1.3,1,0.3,0.2,0.4,0.7,4.3,1,1.9,1.2,0.6
Portland Trail Blazers,Robert Williams III,Portland Trail Blazers,Vet,11.8,95.7,3.4,0.7,2.5,1.3,0.9,0.4,0.4,2.4,0.6,0.1,1.5,1.2
Portland Trail Blazers,Deandre Ayton,Portland Trail Blazers,Vet,6.3,97.1,2.9,0.3,1.5,0.6,0.2,0.2,0.3,2.4,0.3,0.1,0.8,0.5
Portland Trail Blazers,Kris Murray,Portland Trail Blazers,Sophomore,8.5,97,2.6,0.5,0.8,0.6,0.1,0.3,0.3,2.1,0.4,0.9,0.9,0.6
Portland Trail Blazers,Matisse Thybulle,Portland Trail Blazers,Vet,2.1,96.5,0.5,0.1,0.2,0.1,0.1,0.1,0.1,0.5,0.1,0.3,0.1,0.2
Portland Trail Blazers,Jabari Walker,Portland Trail Blazers,Vet,0.9,97.4,0.3,0,0.2,0.1,0,0,0,0.2,0.1,0.1,0.1,0.1
Portland Trail Blazers,Bryce McGowens,Portland Trail Blazers,Vet,0.3,97.3,0.1,0,0,0,0,0,0,0.1,0,0,0,0
Portland Trail Blazers,Duop Reath,Portland Trail Blazers,Sophomore,0,96,0,0,0,0,0,0,0,0,0,0,0,0
Portland Trail Blazers,Justin Minaya,Portland Trail Blazers,Vet,0,95.4,0,0,0,0,0,0,0,0,0,0,0,0
Portland Trail Blazers,Taze Moore,Portland Trail Blazers,Sophomore,0,97.7,0,0,0,0,0,0,0,0,0,0,0,0
Portland Trail Blazers,Rayan Rupert,Portland Trail Blazers,Sophomore,0,97.9,0,0,0,0,0,0,0,0,0,0,0,0
Golden State Warriors,Stephen Curry,Golden State Warriors,Vet,32,98.5,21.6,6.3,3.7,0.5,0.4,1,2.8,16.7,3.1,10.1,1.3,1.4
Golden State Warriors,Andrew Wiggins,Golden State Warriors,Vet,29.6,97.5,16.5,2.2,3.3,1.2,0.7,0.9,1.4,12.7,3.4,5.6,2.1,1.8
Golden State Warriors,Jonathan Kuminga,Golden State Warriors,Vet,17.1,97.1,10.8,1.5,2.4,0.8,0.3,0.5,1.2,8.7,3.3,2.3,2.3,1.4
Golden State Warriors,Buddy Hield,Golden State Warriors,Vet,20.2,97,9.4,1.4,2.1,0.5,0.3,0.7,0.9,8,0.6,5.7,0.8,1.5
Golden State Warriors,Dennis Schroder,Golden State Warriors,Vet,19.9,95.8,9.1,3.6,1.5,0.2,0.1,0.6,1.4,7.7,1.7,3.4,0.8,1.8
Golden State Warriors,Moses Moody,Golden State Warriors,Vet,17.9,96.7,7.8,1.2,1.6,0.6,0.3,0.5,0.7,6.3,1.1,4,0.7,1.4
Golden State Warriors,Brandin Podziemski,Golden State Warriors,Sophomore,20.7,96,7.5,2.7,2.8,0.9,0.1,0.8,0.8,6.4,0.8,3.3,0.8,1.3
Golden State Warriors,Trayce Jackson-Davis,Golden State Warriors,Sophomore,16.7,97,6.5,1.6,3.2,2,0.7,0.4,0.9,4.8,1.5,0.2,3.1,1.3
Golden State Warriors,Gui Santos,Golden State Warriors,Sophomore,12.3,95.8,4.3,1,1.5,0.7,0.2,0.4,0.5,3.3,0.5,2.2,0.6,1.3
Golden State Warriors,Gary Payton II,Golden State Warriors,Vet,11,97.5,4.1,0.9,1.5,0.8,0.3,0.6,0.5,3.1,0.4,1.2,1.3,1.2
Golden State Warriors,Quinten Post,Golden State Warriors,Rookie,9.1,96.6,4,0.7,1.4,0.5,0.3,0.2,0.5,3.3,0.5,2.3,0.5,1.3
Golden State Warriors,Kevon Looney,Golden State Warriors,Vet,7.9,96.6,2.4,0.8,1.8,1.1,0.2,0.2,0.3,2,0.6,0.1,1.1,1
Golden State Warriors,Kyle Anderson,Golden State Warriors,Vet,4.9,96.1,1.6,0.8,0.7,0.2,0.1,0.2,0.2,1.4,0.3,0.4,0.2,0.4
Golden State Warriors,Lindy Waters III,Golden State Warriors,Vet,2.8,95.6,0.9,0.2,0.3,0.1,0,0.1,0.1,0.9,0.1,0.6,0.1,0.2
Golden State Warriors,Draymond Green,Golden State Warriors,Vet,0,97.9,0,0,0,0,0,0,0,0,0,0,0,0
Golden State Warriors,Pat Spencer,Golden State Warriors,Sophomore,0,94.8,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles Lakers,Anthony Davis,Los Angeles Lakers,Vet,34.4,96,24.9,3.4,9.2,2.8,2,1.2,2.2,17.8,6.7,2.1,5.5,2.1
Los Angeles Lakers,LeBron James,Los Angeles Lakers,Vet,34.7,96.9,23.5,8.9,6.2,1,0.6,1.1,3.4,18.1,4.3,5,4.6,1.4
Los Angeles Lakers,Austin Reaves,Los Angeles Lakers,Vet,34.7,96.9,18,6.1,3.2,0.8,0.2,1,2.4,13.3,4.2,6.4,2,2
Los Angeles Lakers,Max Christie,Los Angeles Lakers,Vet,27.4,95.9,9.2,1.6,2.5,0.6,0.4,0.8,0.8,7,1.6,4.4,1.2,1.5
Los Angeles Lakers,Dorian Finney-Smith,Los Angeles Lakers,Vet,22.8,94.6,6.8,1.2,2.3,1.2,0.3,0.7,0.5,5.2,0.6,3.7,1,1.9
Los Angeles Lakers,Dalton Knecht,Los Angeles Lakers,Rookie,15.2,94.9,6.6,0.8,1.8,0.4,0.1,0.3,0.4,5.2,0.9,3.3,0.7,1
Los Angeles Lakers,Gabe Vincent,Los Angeles Lakers,Vet,19.9,95.3,5.4,1.5,1.2,0.3,0.2,0.7,0.7,4.8,0.4,3.3,0.5,2
Los Angeles Lakers,Jaxson Hayes,Los Angeles Lakers,Vet,10.5,94.4,3.1,0.5,1.7,0.9,0.4,0.3,0.4,2.1,1,0.1,1.4,1.3
Los Angeles Lakers,Jarred Vanderbilt,Los Angeles Lakers,Vet,7.9,96.7,2.2,0.6,1.3,0.6,0.1,0.4,0.4,1.8,0.5,0.6,0.7,0.8
Los Angeles Lakers,Christian Koloko,Los Angeles Lakers,Vet,3.7,96.8,1,0.2,0.5,0.4,0.2,0.1,0.1,0.8,0.2,0,0.4,0.5
Los Angeles Lakers,Shake Milton,Los Angeles Lakers,Vet,0.8,94.5,0.3,0.1,0.1,0,0,0,0,0.3,0.1,0.1,0,0.1
Los Angeles Lakers,Trey Jemison,Los Angeles Lakers,Sophomore,0.3,95.9,0.1,0,0,0,0,0,0,0.1,0,0,0,0
Los Angeles Lakers,Christian Wood,Los Angeles Lakers,Vet,0,96.8,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles Lakers,Rui Hachimura,Los Angeles Lakers,Vet,0,96.6,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles Lakers,Cam Reddish,Los Angeles Lakers,Vet,0,96.6,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles Lakers,Jalen Hood-Schifino,Los Angeles Lakers,Sophomore,0,97.5,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles Lakers,Armel Traoré,Los Angeles Lakers,Rookie,0,97.1,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles Lakers,Bronny James,Los Angeles Lakers,Rookie,0,96.1,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,Jalen Green,Houston Rockets,Vet,33.6,96.9,22.7,3.3,3.7,0.5,0.3,0.9,2.2,17.4,4.1,8.4,3.7,1.7
Houston Rockets,Alperen Sengun,Houston Rockets,Vet,31.4,96.5,20.1,4.7,6.6,3.2,0.7,1.2,2.4,15.8,5.5,1.5,6.1,2.8
Houston Rockets,Amen Thompson,Houston Rockets,Sophomore,36.2,96.7,15.9,4,6.5,3.3,1.1,1.7,2.3,11.4,4.2,1.2,5.7,2.8
Houston Rockets,Fred VanVleet,Houston Rockets,Vet,35.9,96,15.6,5.6,3.1,0.6,0.5,1.6,1.5,12.4,2.1,8,1.1,2.4
Houston Rockets,Dillon Brooks,Houston Rockets,Vet,31.5,96.8,12.5,1.8,2.7,0.9,0.2,0.9,0.9,10.3,1.5,5.3,1.5,3.2
Houston Rockets,Tari Eason,Houston Rockets,Vet,21.7,98.6,10,1.2,3.7,1.9,0.7,1.4,0.9,8,1.8,2.6,3.3,2.3
Houston Rockets,Cam Whitmore,Houston Rockets,Sophomore,16.3,95.9,9.1,1,2.3,0.8,0.3,0.6,0.8,7.7,1.4,3.7,2.1,1
Houston Rockets,Steven Adams,Houston Rockets,Vet,14.3,96.2,4.3,1.3,3.1,2.1,0.6,0.4,1,2.6,1.9,0.2,2.1,1.3
Houston Rockets,Jae'Sean Tate,Houston Rockets,Vet,7.8,95.7,2.5,0.5,1,0.6,0.1,0.3,0.4,2,0.6,0.5,0.8,1.2
Houston Rockets,Jeff Green,Houston Rockets,Vet,3.1,97,1.1,0.2,0.3,0.1,0.1,0.1,0.1,0.9,0.2,0.5,0.1,0.3
Houston Rockets,Jeenathan Williams,Houston Rockets,Vet,2.2,98.3,1,0.2,0.2,0.1,0,0.1,0.1,0.8,0.2,0.3,0.3,0.2
Houston Rockets,Reed Sheppard,Houston Rockets,Rookie,1.9,100.1,0.7,0.2,0.2,0,0,0.1,0.1,0.7,0.1,0.4,0.1,0.2
Houston Rockets,Aaron Holiday,Houston Rockets,Vet,1.4,97.5,0.5,0.1,0.1,0,0,0.1,0.1,0.4,0.1,0.3,0,0.1
Houston Rockets,Jock Landale,Houston Rockets,Vet,0.7,99,0.3,0.1,0.1,0.1,0,0,0,0.2,0.1,0,0.1,0.1
Houston Rockets,Jabari Smith Jr.,Houston Rockets,Vet,0,96.4,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,Jack McVeigh,Houston Rockets,Rookie,0,98.1,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,N'Faly Dante,Houston Rockets,,0,97,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Bucks,Giannis Antetokounmpo,Milwaukee Bucks,Vet,34.5,98.7,29.1,5.7,9.5,2.5,1.2,1,3.2,19.6,9.3,0.9,8.4,2.6
Milwaukee Bucks,Damian Lillard,Milwaukee Bucks,Vet,35.9,98.9,24.3,7.2,3.9,0.6,0.3,1.1,2.7,16.7,6.7,8.4,3,1.8
Milwaukee Bucks,Brook Lopez,Milwaukee Bucks,Vet,32.1,98.6,12.8,1.9,3.9,1.3,1.8,0.7,1,9.4,1.6,5.2,2.1,2
Milwaukee Bucks,Gary Trent Jr.,Milwaukee Bucks,Vet,26.9,98.2,11.8,1.5,2.3,0.3,0.1,1.1,0.6,8.7,0.9,6.1,0.5,1.9
Milwaukee Bucks,Khris Middleton,Milwaukee Bucks,Vet,22.6,100.7,11.5,4.1,3.4,0.6,0.2,0.8,1.6,9,1.9,3.6,0.8,2.3
Milwaukee Bucks,Taurean Prince,Milwaukee Bucks,Vet,26.9,99.2,8.1,2,3,0.6,0.3,0.8,0.9,6.2,0.6,4.3,0.8,1.9
Milwaukee Bucks,Ryan Rollins,Milwaukee Bucks,Vet,10,99.3,4.1,1,1,0.3,0.2,0.6,0.6,3.2,0.6,1.2,0.9,1.2
Milwaukee Bucks,A.J. Green,Milwaukee Bucks,Vet,10.4,97.7,3.6,0.7,0.9,0.1,0.1,0.2,0.3,2.9,0.2,2.5,0,1
Milwaukee Bucks,Andre Jackson Jr.,Milwaukee Bucks,Sophomore,13.6,98.1,3.2,1.1,1.6,1,0.2,0.4,0.7,2.7,0.3,1.1,0.9,1.7
Milwaukee Bucks,Pat Connaughton,Milwaukee Bucks,Vet,6.8,95.8,1.8,0.7,0.8,0.2,0.1,0.2,0.2,1.5,0.3,0.8,0.4,0.5
Milwaukee Bucks,MarJon Beauchamp,Milwaukee Bucks,Vet,2.7,96.8,1.1,0.1,0.4,0.1,0,0.1,0.2,1,0.2,0.5,0.2,0.2
Milwaukee Bucks,Stanley Umude,Milwaukee Bucks,Vet,2.2,96.1,0.8,0.1,0.3,0.1,0,0.1,0.1,0.7,0.2,0.3,0.1,0.3
Milwaukee Bucks,Delon Wright,Milwaukee Bucks,Vet,2.1,95.5,0.5,0.3,0.2,0.1,0,0.2,0.1,0.5,0.1,0.3,0.1,0.1
Milwaukee Bucks,Bobby Portis,Milwaukee Bucks,Vet,0,98.8,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Bucks,Tyler Smith,Milwaukee Bucks,Rookie,0,96.9,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Bucks,AJ Johnson,Milwaukee Bucks,Rookie,0,97.8,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Bucks,Chris Livingston,Milwaukee Bucks,Sophomore,0,96.6,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Bucks,Liam Robbins,Milwaukee Bucks,Rookie,0,97.1,0,0,0,0,0,0,0,0,0,0,0,0
Utah Jazz,Lauri Markkanen,Utah Jazz,Vet,32.2,97.6,20,1.9,4.4,1.6,0.4,0.8,1.3,15.7,4.3,9,2.7,1.8
Utah Jazz,Collin Sexton,Utah Jazz,Vet,31.2,97.1,20,5.1,2,1.1,0.1,0.9,2.6,15.7,4.5,5.1,2.6,2.2
Utah Jazz,Keyonte George,Utah Jazz,Sophomore,29.2,98.4,15.5,5.3,2.7,0.4,0.2,0.7,2.5,12.8,3.4,6.6,1.2,1.7
Utah Jazz,Walker Kessler,Utah Jazz,Vet,29.2,96.8,11.1,1.5,6.4,4.3,2.3,0.6,1.3,6.7,2.5,0.4,5.1,2.1
Utah Jazz,Jordan Clarkson,Utah Jazz,Vet,15.9,98.6,9.4,2.5,1.5,0.4,0.1,0.4,1.5,8,2.1,3.2,0.9,1
Utah Jazz,Svi Mykhailiuk,Utah Jazz,Vet,14.5,99,7.5,1.2,1.4,0.3,0.2,0.5,0.8,6.1,0.6,4.5,0.6,1
Utah Jazz,Isaiah Collier,Utah Jazz,Rookie,23.4,98.1,7.4,5.3,2.5,0.5,0.2,0.8,2.5,6.8,1.3,1.9,1.8,2.1
Utah Jazz,Brice Sensabaugh,Utah Jazz,Sophomore,13.3,99.4,7,1.1,1.7,0.4,0.1,0.4,0.9,5.9,0.8,3.8,0.5,1.1
Utah Jazz,Kyle Filipowski,Utah Jazz,Rookie,16.3,97.4,5.2,1.3,3.1,1.1,0.2,0.5,0.7,4,1,1.8,1.1,1.7
Utah Jazz,Drew Eubanks,Utah Jazz,Vet,8.1,100.3,2.9,0.6,1.7,0.7,0.4,0.2,0.5,2,0.8,0.1,1,0.8
Utah Jazz,Elijah Harkless,Utah Jazz,,1.9,97,0.7,0.2,0.2,0,0,0.1,0.1,0.6,0.1,0.3,0.1,0.2
Utah Jazz,John Collins,Utah Jazz,Vet,0,99.4,0,0,0,0,0,0,0,0,0,0,0,0
Utah Jazz,Patty Mills,Utah Jazz,Vet,0,99.4,0,0,0,0,0,0,0,0,0,0,0,0
Utah Jazz,Taylor Hendricks,Utah Jazz,Sophomore,0,98.1,0,0,0,0,0,0,0,0,0,0,0,0
Utah Jazz,Johnny Juzang,Utah Jazz,Vet,0,97.3,0,0,0,0,0,0,0,0,0,0,0,0
Utah Jazz,Oscar Tshiebwe,Utah Jazz,Sophomore,0,99.5,0,0,0,0,0,0,0,0,0,0,0,0
Utah Jazz,Micah Potter,Utah Jazz,Vet,0,96.6,0,0,0,0,0,0,0,0,0,0,0,0
Utah Jazz,Cody Williams,Utah Jazz,Rookie,0,98.9,0,0,0,0,0,0,0,0,0,0,0,0
