SearchTeam,Team,Player,Experience,DPM,DPM Improvement,O-DPM,D-DPM,Box DPM,Box O-DPM,Box D-DPM,FGA/100,FG2%,FG3A/100,FG3%,FG3ARate%,RimFGA/100,RimFG%,FTA/100,FT%,FTARate%,USG%,REB/100,AST/100,AST%,BLK/100,BLK%,STL/100,STL%,TOV/100
Los Angeles Lakers,Los Angeles Lakers,Trey Jemison,Sophomore,-3,0.4,-2.9,-0.1,-3.1,-3,-0.1,10.2,53.2%,0.9,20.9%,3.4%,5.7,67.5%,4,55.9%,28.7%,13.8%,12.8,2.8,7.3%,2.4,2.8%,1.4,1.4%,2.8
Los Angeles Lakers,Los Angeles Lakers,Bronny James,Rookie,-3,,-2.6,-0.4,-3,-2.6,-0.4,18.1,46.7%,5.9,30.7%,33.4%,4.4,59.3%,3.6,74.4%,17.5%,18.0%,5.1,6.3,19.7%,0.7,0.6%,2.2,2.2%,2.8
Houston Rockets,Houston Rockets,Fred VanVleet,Vet,2.5,-0.3,1.2,1.4,1.4,0.3,1.1,17.3,48.6%,11.2,37.6%,64.2%,1.5,58.2%,3,85.6%,17.9%,17.0%,5.1,7.8,22.3%,0.7,0.8%,2.2,2.2%,2
Houston Rockets,Houston Rockets,Amen Thompson,Sophomore,2.1,4.7,1,1.2,3.2,1.5,1.7,15.6,60.5%,1.6,29.8%,9.6%,7.8,71.7%,5.8,71.2%,37.9%,18.3%,13.5,5.5,15.7%,1.6,1.8%,2.3,2.2%,3.2
Houston Rockets,Houston Rockets,Steven Adams,Vet,1.7,-0.7,-0.9,2.6,1.2,-1,2.2,9.1,60.1%,0.6,13.8%,3.3%,7.3,66.0%,6.8,49.1%,61.0%,14.0%,18.3,4.4,12.4%,1.9,2.2%,1.5,1.5%,3.3
Houston Rockets,Houston Rockets,Jalen Green,Vet,1,2.1,2.1,-1.1,2.5,3.2,-0.7,25.7,50.3%,12.4,35.3%,47.1%,5.5,65.3%,6.1,85.0%,25.6%,26.7%,6.2,4.8,15.3%,0.5,0.6%,1.4,1.3%,3.3
Houston Rockets,Houston Rockets,Tari Eason,Vet,0.9,1,-0.4,1.3,0.1,-0.8,0.9,17.9,54.1%,5.8,35.0%,32.6%,7.4,63.9%,4.1,75.1%,23.6%,18.4%,12.7,2.8,7.4%,1.5,1.7%,3.1,3.2%,2
Houston Rockets,Houston Rockets,Alperen Sengun,Vet,0.6,1.5,0.4,0.2,-1,0,-1,25.1,55.1%,2.3,29.7%,10.6%,9.6,67.8%,8.7,71.4%,34.2%,27.9%,15.4,7.4,23.5%,1.1,1.3%,1.9,1.9%,3.8
Houston Rockets,Houston Rockets,Cam Whitmore,Sophomore,0.1,2.8,1.1,-0.9,0,1.2,-1.2,23.7,54.1%,11.3,34.8%,47.5%,6.4,66.4%,4.4,73.1%,17.7%,23.4%,9.5,3,8.3%,0.9,1.0%,1.7,1.7%,2.4
Houston Rockets,Houston Rockets,Jae'Sean Tate,Vet,0,1.1,-1.6,1.6,-1,-1.7,0.7,12.8,54.6%,3,32.0%,22.6%,5,66.9%,3.7,67.8%,26.1%,14.5%,9.7,3.3,9.4%,0.7,0.7%,1.9,1.9%,2.5
Houston Rockets,Houston Rockets,Dillon Brooks,Vet,0,0,-0.1,0.1,-2,-1.1,-1,16.2,48.0%,8.4,36.9%,50.9%,2.4,62.0%,2.3,83.6%,15.1%,16.0%,5.7,2.9,7.6%,0.4,0.4%,1.4,1.5%,1.4
Houston Rockets,Houston Rockets,Aaron Holiday,Vet,-0.3,-0.4,-0.6,0.3,-1.7,-0.9,-0.8,15.5,49.4%,9.1,36.7%,59.3%,1.6,62.7%,2.3,85.2%,14.8%,14.9%,4.7,5.1,14.8%,0.4,0.4%,1.9,1.9%,1.9
Houston Rockets,Houston Rockets,Jock Landale,Vet,-0.4,0.1,-1.7,1.2,-1.2,-1.9,0.7,15.3,52.3%,2.3,28.9%,11.4%,5.9,65.6%,5.5,69.2%,32.4%,16.9%,12.5,3.8,11.3%,1.7,1.9%,1.2,1.2%,2.4
Houston Rockets,Houston Rockets,Jeenathan Williams,Vet,-0.5,1.7,0,-0.4,-0.5,0,-0.5,18.8,56.3%,5.8,29.4%,33.0%,6.7,69.5%,4,67.6%,21.2%,20.4%,7.6,3.7,12.1%,0.8,0.8%,1.8,1.8%,2.8
Houston Rockets,Houston Rockets,Jabari Smith Jr.,Vet,-0.5,2.1,-0.6,0,-0.6,-0.3,-0.3,17.4,50.8%,7.8,34.8%,49.0%,2.9,69.9%,4,80.1%,23.7%,18.4%,10.4,2.5,6.9%,1.4,1.6%,0.9,1.0%,1.6
Houston Rockets,Houston Rockets,Jack McVeigh,Rookie,-1.3,,-1,-0.2,-1.3,-1,-0.2,17.9,48.9%,9.9,32.4%,52.8%,2.9,66.2%,3.1,70.8%,21.6%,17.5%,9.1,3.6,10.6%,1.1,1.1%,1.5,1.6%,2.4
Houston Rockets,Houston Rockets,N'Faly Dante,,-2.5,,-2.3,-0.2,-2.5,-2.3,-0.2,16.3,52.2%,5.3,27.0%,30.0%,5.4,67.5%,4,65.4%,27.1%,17.2%,12.1,2.7,7.1%,2.4,2.5%,1.3,1.3%,2.7
Houston Rockets,Houston Rockets,Reed Sheppard,Rookie,-2.5,,-2.1,-0.4,-2.4,-2,-0.3,17.5,45.7%,10,32.4%,58.7%,2,60.7%,2.3,74.9%,11.3%,17.3%,5.2,5.5,16.5%,0.9,1.0%,2.2,2.2%,2.5
Houston Rockets,Houston Rockets,Jeff Green,Vet,-4.3,-0.4,-3.4,-0.9,-1.1,-1,-0.1,14.3,52.3%,8.2,32.0%,60.3%,2,69.8%,3.8,77.3%,28.4%,14.9%,7,2.5,6.8%,0.9,1.0%,0.9,1.0%,1.7
Milwaukee Bucks,Milwaukee Bucks,Giannis Antetokounmpo,Vet,6,-0.2,3.8,2.2,4.9,3.7,1.2,27.6,62.4%,1.2,29.3%,4.3%,11.8,78.2%,13.1,63.5%,48.7%,34.4%,17,8.1,28.3%,1.7,1.9%,1.4,1.4%,4.5
Milwaukee Bucks,Milwaukee Bucks,Damian Lillard,Vet,2.7,-1.7,3.8,-1.1,2.6,3.9,-1.3,22.5,51.1%,11.3,37.9%,51.8%,4.1,62.9%,9.1,92.4%,37.1%,26.4%,6.1,9.8,30.0%,0.4,0.4%,1.5,1.5%,3.6
Milwaukee Bucks,Milwaukee Bucks,Khris Middleton,Vet,1.3,-0.6,0.9,0.4,0,0.3,-0.3,19,51.6%,7.6,38.2%,40.5%,1.7,65.8%,3.9,84.6%,20.6%,20.2%,8.4,8.7,25.2%,0.4,0.5%,1.6,1.6%,3.4
Milwaukee Bucks,Milwaukee Bucks,Brook Lopez,Vet,1.2,-0.7,-1.4,2.6,1,-0.2,1.2,14.3,59.7%,7.8,35.6%,50.4%,3.1,75.5%,2.4,80.3%,17.1%,14.8%,7.9,2.9,8.1%,2.7,3.1%,1,1.0%,1.5
Milwaukee Bucks,Milwaukee Bucks,Delon Wright,Vet,0.1,-0.5,-1.2,1.3,0.5,-0.7,1.2,11.1,47.4%,6.9,33.2%,53.1%,1.9,63.3%,2.3,70.5%,16.6%,12.0%,6.1,6,18.0%,0.7,0.8%,4,3.6%,2.2
Milwaukee Bucks,Milwaukee Bucks,Ryan Rollins,Vet,-0.1,1.9,-1.4,1.3,-0.2,-1.5,1.3,15.4,56.1%,5.8,34.4%,38.2%,4.2,67.8%,3.1,79.6%,18.6%,16.5%,6.6,4.7,13.0%,1.1,1.2%,2.7,2.6%,2.8
Milwaukee Bucks,Milwaukee Bucks,Bobby Portis,Vet,-0.3,-0.6,0.1,-0.4,0.5,0.6,-0.1,24.4,50.5%,7.1,38.0%,28.5%,4.8,66.3%,3.1,78.5%,13.0%,25.6%,16.1,4.1,13.1%,0.9,0.9%,1.5,1.4%,2.6
Milwaukee Bucks,Milwaukee Bucks,Gary Trent Jr.,Vet,-0.5,0.1,0.1,-0.6,-0.3,0.4,-0.7,15.9,48.2%,11.1,39.3%,68.0%,0.9,63.1%,1.6,84.6%,11.5%,15.5%,4.6,2.6,6.7%,0.2,0.2%,2,2.0%,1
Milwaukee Bucks,Milwaukee Bucks,Taurean Prince,Vet,-0.9,0.4,-1.2,0.3,-1.2,-1.1,-0.1,11.2,50.8%,7.8,39.3%,69.0%,1.5,62.8%,1,79.7%,11.5%,11.6%,6.3,3.7,10.0%,0.5,0.6%,1.4,1.4%,1.6
Milwaukee Bucks,Milwaukee Bucks,Pat Connaughton,Vet,-1.2,-0.7,-1.2,0.1,-1.1,-1.2,0.1,10.9,56.3%,6.1,34.2%,54.5%,3.3,69.9%,1.9,73.7%,14.2%,12.0%,7.9,5.5,15.1%,0.6,0.7%,1.4,1.4%,1.8
Milwaukee Bucks,Milwaukee Bucks,Tyler Smith,Rookie,-1.2,,-1.4,0.1,-1.2,-1.4,0.2,17.6,53.4%,9.2,29.8%,45.4%,5.4,69.1%,4.3,63.2%,28.1%,18.8%,12.3,2.3,6.1%,2.2,2.9%,1.2,1.2%,2.6
Milwaukee Bucks,Milwaukee Bucks,A.J. Green,Vet,-1.3,0.5,-0.6,-0.7,-1.9,-0.8,-1.1,13.5,50.6%,11.7,40.2%,84.5%,0.2,66.1%,1.2,83.1%,16.3%,13.1%,5.2,3.2,8.4%,0.3,0.3%,1.2,1.2%,1.3
Milwaukee Bucks,Milwaukee Bucks,AJ Johnson,Rookie,-2.2,,-1.7,-0.6,-2.2,-1.7,-0.6,18,51.9%,5,27.9%,26.9%,7,61.5%,3.6,69.8%,23.1%,19.7%,7.5,6,17.1%,0.7,0.8%,1.7,1.7%,4.1
Milwaukee Bucks,Milwaukee Bucks,Stanley Umude,Vet,-2.4,-1.1,-2.2,-0.1,-2.4,-2.2,-0.2,16.3,47.9%,7.4,34.7%,46.0%,2.9,64.2%,4.4,74.8%,19.1%,16.4%,8.7,2.6,7.7%,1.1,1.2%,1.6,1.6%,2
Milwaukee Bucks,Milwaukee Bucks,MarJon Beauchamp,Vet,-2.6,-0.1,-1.4,-1.2,-3,-1.4,-1.5,18.5,50.3%,8.6,34.2%,48.0%,3.6,67.2%,3.6,71.9%,19.6%,20.7%,9.4,2.7,7.9%,0.6,0.7%,1.4,1.4%,2.9
Milwaukee Bucks,Milwaukee Bucks,Chris Livingston,Sophomore,-2.6,-0.3,-2.1,-0.5,-2.6,-2.1,-0.5,11.5,52.4%,3.1,26.5%,20.7%,4.9,66.0%,3.2,68.5%,26.1%,14.2%,12,3.1,9.0%,0.7,0.7%,1.6,1.6%,2.5
Milwaukee Bucks,Milwaukee Bucks,Andre Jackson Jr.,Sophomore,-3,-1,-3,0,-3.2,-3,-0.1,9.8,54.4%,3.9,33.1%,42.2%,3.1,66.5%,1.3,69.3%,13.0%,10.9%,9.1,4.1,11.3%,0.7,0.8%,1.6,1.6%,2.4
Milwaukee Bucks,Milwaukee Bucks,Liam Robbins,Rookie,-3,,-2.8,-0.2,-3,-2.8,-0.2,11.5,51.7%,3.3,26.6%,22.0%,4.8,67.3%,4.9,59.9%,33.0%,16.2%,13.4,2.3,5.9%,2.2,2.5%,1.3,1.3%,2.8
Utah Jazz,Utah Jazz,Lauri Markkanen,Vet,1.1,-0.8,1.9,-0.8,0.9,2.9,-2,24,53.0%,13.7,38.4%,58.2%,4.2,67.7%,6.6,87.6%,28.8%,24.0%,9.3,2.9,8.2%,0.6,0.7%,1.3,1.3%,2
Utah Jazz,Utah Jazz,Walker Kessler,Vet,0.7,-0.6,0.2,0.5,2.2,0.7,1.5,11.3,66.7%,0.6,25.6%,3.5%,8.7,77.2%,4.2,60.9%,36.6%,13.9%,18.2,2.5,7.3%,3.9,3.9%,1,1.0%,2.1
Utah Jazz,Utah Jazz,Collin Sexton,Vet,0.6,1.7,2.1,-1.6,-0.1,1.8,-1.9,24.8,51.2%,8.1,39.4%,31.9%,4.2,66.3%,7.1,87.2%,29.3%,26.8%,5,8,25.9%,0.2,0.3%,1.4,1.4%,4.1
Utah Jazz,Utah Jazz,John Collins,Vet,-0.2,-0.3,0.3,-0.5,1.7,1,0.7,20.2,57.5%,5.8,37.8%,28.3%,6.6,74.7%,5.9,82.3%,28.7%,23.8%,13.9,3.5,10.3%,1.6,1.7%,1.3,1.3%,3.3
Utah Jazz,Utah Jazz,Svi Mykhailiuk,Vet,-0.2,0.6,0.4,-0.6,-0.6,0.5,-1.1,20.5,51.5%,14.9,37.6%,71.2%,2.1,66.8%,2.1,77.6%,10.9%,21.5%,5.9,4.1,13.1%,0.5,0.6%,1.6,1.6%,2.7
Utah Jazz,Utah Jazz,Drew Eubanks,Vet,-1,-0.5,-1.9,0.8,-0.1,-1.4,1.2,12,61.5%,0.9,28.6%,4.7%,5.8,71.7%,5,70.7%,36.7%,15.3%,14.4,3.3,10.0%,2.6,2.9%,1.2,1.2%,2.7
Utah Jazz,Utah Jazz,Patty Mills,Vet,-1.4,0.4,-1.5,0.1,-1.8,-1.3,-0.5,15.8,46.0%,11,36.1%,72.2%,0.5,64.2%,1.4,81.6%,5.7%,16.0%,4,4,13.3%,0.3,0.4%,1.7,1.7%,2.1
Utah Jazz,Utah Jazz,Kyle Filipowski,Rookie,-1.7,,-1.6,-0.1,-1.5,-1.6,0.1,12.2,56.5%,5.4,32.7%,45.0%,3.4,68.9%,3.1,64.0%,28.5%,13.2%,12.9,3.8,10.4%,0.6,0.7%,1.5,1.5%,2.2
Utah Jazz,Utah Jazz,Taylor Hendricks,Sophomore,-2,1.1,-1.6,-0.3,-1.7,-1.5,-0.2,15.8,51.8%,8,33.2%,54.4%,2.6,68.5%,2.6,72.5%,17.0%,15.8%,10.3,2.4,6.8%,1.6,1.8%,1.7,1.7%,1.9
Utah Jazz,Utah Jazz,Johnny Juzang,Vet,-2,1.5,-0.8,-1.2,-2.1,-0.7,-1.4,18.4,48.8%,11.5,37.3%,66.3%,1.4,66.4%,2.5,81.1%,15.4%,18.1%,7,3.2,9.8%,0.4,0.4%,1.1,1.1%,1.6
Utah Jazz,Utah Jazz,Oscar Tshiebwe,Sophomore,-2,0.4,-1.9,-0.1,-2,-1.9,-0.1,12.5,54.0%,1.3,22.5%,7.3%,4.9,65.8%,5,68.9%,34.9%,13.9%,15.8,2.1,5.6%,1,1.2%,1.8,1.8%,2.1
Utah Jazz,Utah Jazz,Jordan Clarkson,Vet,-2.2,-2.9,0.1,-2.3,-2,0.5,-2.5,24.6,47.0%,9.7,33.2%,40.7%,2.8,62.9%,6.3,81.7%,23.8%,26.9%,5.7,7.6,24.8%,0.4,0.4%,1.4,1.3%,4.5
Utah Jazz,Utah Jazz,Isaiah Collier,Rookie,-2.5,,-1.6,-0.8,-2.2,-1.5,-0.7,14.2,47.1%,4.1,30.1%,27.7%,3.8,60.3%,2.8,69.8%,20.1%,17.6%,6.2,11.1,33.7%,0.4,0.5%,1.8,1.7%,5.3
Utah Jazz,Utah Jazz,Elijah Harkless,,-2.5,,-1.7,-0.8,-2.5,-1.7,-0.8,16.1,49.1%,8.6,32.7%,49.3%,2.9,62.7%,2.8,75.5%,18.1%,16.9%,5.3,6.3,20.5%,0.2,0.1%,1.9,1.9%,2.9
Utah Jazz,Utah Jazz,Keyonte George,Sophomore,-2.6,0.4,-0.5,-2.1,-2.2,-0.6,-1.6,21.3,46.1%,11,35.0%,50.7%,1.9,65.8%,5.8,83.3%,25.5%,23.6%,5.2,8.8,26.7%,0.3,0.3%,1.2,1.2%,4.2
Utah Jazz,Utah Jazz,Micah Potter,Vet,-2.9,-0.9,-2.1,-0.8,-3.2,-2.1,-1.1,11.2,50.9%,6.4,33.6%,62.6%,1.3,68.7%,1.5,76.7%,16.1%,11.5%,11.3,2.1,5.8%,1.2,1.4%,1.1,1.1%,1.4
Utah Jazz,Utah Jazz,Cody Williams,Rookie,-3,,-3,0,-2.6,-2.9,0.3,12.7,46.6%,5.3,31.6%,48.0%,1.4,63.5%,2.2,67.6%,17.0%,13.4%,5.7,3.5,10.4%,0.8,0.9%,1.3,1.4%,1.9
Utah Jazz,Utah Jazz,Brice Sensabaugh,Sophomore,-3,-0.8,-1,-2,-2.7,-0.8,-1.9,21.4,51.6%,13.9,36.3%,61.2%,1.7,67.0%,3.1,87.0%,16.3%,22.8%,7.4,4,12.7%,0.3,0.4%,1.4,1.4%,3.4
