SearchTeam,Team,Player,Experience,DPM,DPM Improvement,O-DPM,D-DPM,Box DPM,Box O-DPM,Box D-DPM,FGA/100,FG2%,FG3A/100,FG3%,FG3ARate%,RimFGA/100,RimFG%,FTA/100,FT%,FTARate%,USG%,REB/100,AST/100,AST%,BLK/100,BLK%,STL/100,STL%,TOV/100
Philadelphia 76ers,Philadelphia 76ers,Jeff Dowtin,Vet,-1.5,0.8,-1.4,-0.2,-1.5,-1.4,-0.1,15.3,48.7%,4.7,31.5%,28.8%,3.4,63.4%,3.2,72.5%,19.2%,16.2%,5.8,7,24.3%,0.6,0.7%,1.9,1.9%,2.1
Philadelphia 76ers,Philadelphia 76ers,Caleb Martin,Vet,-1.6,-2.7,-1.7,0.2,-1.6,-1.7,0.1,12.2,49.8%,5.1,36.5%,40.3%,2.7,65.2%,2.9,69.8%,23.6%,13.8%,7.2,3.6,10.4%,0.9,0.9%,1.7,1.6%,1.9
Philadelphia 76ers,Philadelphia 76ers,Jared McCain,Rookie,-2,,-0.1,-1.9,-2,0,-2,21.4,48.4%,10.7,36.1%,49.7%,4.1,62.3%,4.1,80.4%,18.6%,23.6%,4.9,5.1,17.9%,0,0.0%,1.5,1.5%,3.1
Philadelphia 76ers,Philadelphia 76ers,Adem Bona,Rookie,-2.3,,-2.4,0.2,-2.2,-2.5,0.3,8.7,59.2%,0.6,22.6%,4.1%,5.6,69.6%,4.7,66.7%,49.5%,11.9%,13,1.8,4.9%,3,3.3%,1.2,1.2%,2.4
Philadelphia 76ers,Philadelphia 76ers,Kyle Lowry,Vet,-2.4,-3,-3.1,0.7,-0.9,-1.5,0.6,8.3,45.6%,6.2,36.0%,72.3%,0,63.1%,2.4,81.3%,17.6%,9.9%,5.3,7.1,20.6%,0.8,0.8%,2.1,2.1%,2.3
Philadelphia 76ers,Philadelphia 76ers,Reggie Jackson,Vet,-3,-0.3,-2,-1,-2.7,-1.9,-0.8,17.8,46.9%,9.6,35.5%,53.7%,2.8,59.1%,1.8,82.4%,11.2%,19.6%,5,6.3,17.7%,0.3,0.4%,1.5,1.5%,2.8
Philadelphia 76ers,Philadelphia 76ers,Pete Nance,Sophomore,-3.1,0.4,-2.5,-0.6,-3.1,-2.5,-0.6,13.8,50.0%,9.3,25.0%,66.0%,2.5,65.7%,2.6,63.0%,19.1%,14.4%,9.2,2.5,7.4%,1.1,1.2%,1.4,1.4%,1.7
Atlanta Hawks,Atlanta Hawks,Jalen Johnson,Vet,1.4,1,0.2,1.1,1.4,0,1.4,21,56.0%,4.1,33.6%,21.7%,7.6,71.2%,5.1,74.2%,24.6%,23.6%,12.6,6.5,19.9%,1.1,1.3%,2,2.0%,3.6
Atlanta Hawks,Atlanta Hawks,Trae Young,Vet,1.4,-1.1,3.1,-1.7,-0.5,2.2,-2.7,24.2,47.4%,11,37.1%,44.6%,3.4,59.5%,10.2,87.2%,38.6%,29.0%,4.4,13.6,44.3%,0.4,0.4%,1.6,1.7%,5.7
Atlanta Hawks,Atlanta Hawks,Onyeka Okongwu,Vet,1.3,-0.2,0.7,0.6,1.9,1.1,0.8,15.6,64.1%,2.1,33.9%,13.9%,8.7,73.9%,4.8,79.1%,31.8%,18.4%,15,4.2,12.8%,1.8,2.0%,1.5,1.5%,2.3
Atlanta Hawks,Atlanta Hawks,Clint Capela,Vet,0.7,-0.4,-1,1.7,-0.1,-0.4,0.3,14.6,60.7%,0.6,12.6%,3.3%,9.7,67.1%,4.5,57.7%,30.2%,16.8%,18.9,2.6,6.9%,2.1,2.4%,1.2,1.2%,1.9
