SearchTeam,Season,Team,Lineup,Offense,Defense,Net,Season Possessions,Total Possessions
Philadelphia 76ers,2024,Philadelphia 76ers,Nicolas Batum | Tobias Harris | Joel Embiid | De'Anthony Melton | Tyrese Maxey,10.3,3.1,13.4,923,923
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Jae Crowder | Khris Middleton | Malik Beasley,-0.7,-3.3,-4.1,196,196
Milwaukee Bucks,2024,Milwaukee Bucks,Khris Middleton | Giannis Antetokounmpo | Cameron Payne | Bobby Portis | Pat Connaughton,1.6,-2.5,-0.9,188,188
Milwaukee Bucks,2024,Milwaukee Bucks,Giannis Antetokounmpo | Cameron Payne | Bobby Portis | Pat Connaughton | MarJon Beauchamp,-1.1,0.2,-1,187,187
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Giannis Antetokounmpo | Malik Beasley | Andre Jackson Jr.,-0.3,-2.4,-2.7,187,187
Milwaukee Bucks,2024,Milwaukee Bucks,Damian Lillard | Giannis Antetokounmpo | Bobby Portis | Pat Connaughton | Andre Jackson Jr.,-0.2,-1.4,-1.5,174,174
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Patrick Beverley | Khris Middleton | Giannis Antetokounmpo | Malik Beasley,1.1,-1.4,-0.3,167,167
Milwaukee Bucks,2024,Milwaukee Bucks,Damian Lillard | Jae Crowder | Giannis Antetokounmpo | Bobby Portis | Pat Connaughton,-0.7,-2.4,-3.1,165,165
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Patrick Beverley | Damian Lillard | Bobby Portis | Pat Connaughton,-3.2,1.1,-2,163,163
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Patrick Beverley | Damian Lillard | Jae Crowder | Malik Beasley,0.3,0.5,0.8,150,150
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Patrick Beverley | Khris Middleton | Bobby Portis | Malik Beasley,1.3,-0.6,0.6,149,149
Milwaukee Bucks,2024,Milwaukee Bucks,Jae Crowder | Giannis Antetokounmpo | Bobby Portis | Pat Connaughton | A.J. Green,-1.1,1.4,0.3,142,142
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Jae Crowder | Giannis Antetokounmpo | Pat Connaughton | Malik Beasley,-0.8,-0.4,-1.2,140,140
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Khris Middleton | Cameron Payne | Bobby Portis | Malik Beasley,-0.5,-0.1,-0.5,135,135
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Khris Middleton | Giannis Antetokounmpo | Cameron Payne | Malik Beasley,-1.8,0.8,-1,122,122
Milwaukee Bucks,2024,Milwaukee Bucks,Jae Crowder | Giannis Antetokounmpo | Cameron Payne | Bobby Portis | Pat Connaughton,-2.3,-0.6,-2.9,119,119
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Jae Crowder | Bobby Portis | Pat Connaughton,-3.1,-0.1,-3.2,118,118
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Bobby Portis | Pat Connaughton | Andre Jackson Jr.,0.2,-1.2,-1,117,117
Milwaukee Bucks,2024,Milwaukee Bucks,Danilo Gallinari | Patrick Beverley | Giannis Antetokounmpo | Bobby Portis | Pat Connaughton,-0.7,-2.5,-3.2,116,116
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Bobby Portis | Pat Connaughton | MarJon Beauchamp,-0.8,-0.2,-1,115,115
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Khris Middleton | Giannis Antetokounmpo | Andre Jackson Jr.,1.6,0,1.6,115,115
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Jae Crowder | Pat Connaughton | Malik Beasley,-1.4,-2.2,-3.7,106,106
Utah Jazz,2024,Utah Jazz,Kris Dunn | Lauri Markkanen | John Collins | Collin Sexton | Simone Fontecchio,6.3,-3.7,2.6,1085,1085
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | Ochai Agbaji | Walker Kessler | Keyonte George,-1.4,-3.8,-5.2,600,600
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | Lauri Markkanen | John Collins | Ochai Agbaji | Keyonte George,-0.3,-2,-2.2,526,526
Utah Jazz,2024,Utah Jazz,Lauri Markkanen | John Collins | Collin Sexton | Taylor Hendricks | Keyonte George,-0.8,-0.9,-1.7,424,424
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | Lauri Markkanen | John Collins | Talen Horton-Tucker | Walker Kessler,-2.9,-1.9,-4.7,334,334
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | Lauri Markkanen | Walker Kessler | Simone Fontecchio | Keyonte George,-2,2.6,0.6,299,299
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | John Collins | Ochai Agbaji | Keyonte George,-3.1,0.9,-2.1,297,297
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | Lauri Markkanen | John Collins | Collin Sexton | Keyonte George,2.4,-0.7,1.8,251,251
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Lauri Markkanen | Collin Sexton | Talen Horton-Tucker | Simone Fontecchio,-0.8,-1.4,-2.1,243,243
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | Lauri Markkanen | John Collins | Collin Sexton | Simone Fontecchio,-2,-0.9,-2.8,233,233
Utah Jazz,2024,Utah Jazz,Kris Dunn | Lauri Markkanen | Collin Sexton | Walker Kessler | Simone Fontecchio,3.3,0.3,3.6,201,201
Utah Jazz,2024,Utah Jazz,Luka Samanic | Omer Yurtseven | Johnny Juzang | Taylor Hendricks | Keyonte George,-0.5,-1.5,-2,199,199
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | Lauri Markkanen | John Collins | Keyonte George,0.8,-0.6,0.2,179,179
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Collin Sexton | Talen Horton-Tucker | Ochai Agbaji | Walker Kessler,0,0.9,0.8,177,177
Utah Jazz,2024,Utah Jazz,John Collins | Omer Yurtseven | Ochai Agbaji | Simone Fontecchio | Keyonte George,-2.4,-0.1,-2.5,167,167
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | John Collins | Walker Kessler | Simone Fontecchio | Keyonte George,-2,-1.8,-3.7,155,155
Utah Jazz,2024,Utah Jazz,Collin Sexton | Omer Yurtseven | Taylor Hendricks | Keyonte George | Brice Sensabaugh,-1.4,-1.9,-3.3,155,155
Utah Jazz,2024,Utah Jazz,John Collins | Collin Sexton | Taylor Hendricks | Keyonte George | Brice Sensabaugh,-0.2,-0.1,-0.4,139,139
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Collin Sexton | Talen Horton-Tucker | Walker Kessler | Simone Fontecchio,-1.7,-0.1,-1.9,136,157
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | Lauri Markkanen | John Collins | Collin Sexton,-0.6,-0.6,-1.3,136,136
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | Kris Dunn | Lauri Markkanen | Walker Kessler | Brice Sensabaugh,0.3,-1.7,-1.4,136,136
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | Lauri Markkanen | Collin Sexton | Walker Kessler | Simone Fontecchio,0.6,-0.9,-0.3,130,130
Utah Jazz,2024,Utah Jazz,Lauri Markkanen | John Collins | Collin Sexton | Walker Kessler | Keyonte George,-1.4,-0.6,-2,129,129
Utah Jazz,2024,Utah Jazz,Lauri Markkanen | Collin Sexton | Talen Horton-Tucker | Walker Kessler | Simone Fontecchio,0.5,-0.9,-0.3,120,137
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | John Collins | Collin Sexton | Keyonte George,-0.9,-0.4,-1.3,119,119
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | John Collins | Omer Yurtseven | Simone Fontecchio | Keyonte George,0.3,-1.3,-1.1,119,119
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | Lauri Markkanen | Walker Kessler | Keyonte George,-1.5,-0.7,-2.3,118,118
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Kris Dunn | Lauri Markkanen | John Collins | Collin Sexton,0.3,-1.3,-1,118,118
Utah Jazz,2024,Utah Jazz,Collin Sexton | Walker Kessler | Taylor Hendricks | Keyonte George | Brice Sensabaugh,-0.6,-2.5,-3.1,105,105
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | Lauri Markkanen | Talen Horton-Tucker | Walker Kessler,0.4,1.2,1.6,25,195
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | Lauri Markkanen | Collin Sexton | Walker Kessler,0.7,-1.3,-0.6,20,338
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Talen Horton-Tucker | Ochai Agbaji | Walker Kessler | Simone Fontecchio,-1.3,-3.5,-4.7,2,391
